"CCAA","PROV","SEXO","EDAD","P1","P2","P3","P3A","P5_1","P5_2","P5_3","P5_4","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7","P7","P8","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P11_8","P11_9","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12_8","P12_9","P12_10","P12_11","P12_12","P12_13","P12_14","P12_15","P14A","P14B","P16A","P16B","P18","P26","P27","P28","P29","P30","P13_dolores","impacto_raw","impacto_salud_mental"
"Andalucía","Sevilla","Hombre",54,1,2,2,1,2,2,2,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,2,2,3,1,1,2,2,2,1,1,1,1,3,2,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,2,2,1,89,"Alta Afectación"
"Castilla y León","Ávila","Hombre",46,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,4,1,3,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,149,"Baja Afectación"
"Castilla y León","Ávila","Hombre",38,1,2,1,1,3,3,2,3,2,4,4,3,3,4,3,1,1,3,2,3,3,3,2,3,4,3,3,3,2,2,1,1,1,1,2,2,2,2,1,1,3,3,2,2,1,2,2,2,2,2,2,2,2,1,119,"Moderada Afectación"
"Castilla y León","Ávila","Hombre",40,2,2,1,1,1,1,3,3,4,4,4,4,4,4,4,1,2,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,2,1,5,5,4,4,4,3,5,4,4,1,1,2,2,2,2,2,2,2,2,1,149,"Baja Afectación"
"Castilla y León","Ávila","Mujer",52,2,1,2,1,4,3,3,4,3,3,4,3,3,1,3,1,1,1,1,3,3,3,4,3,4,4,3,3,2,2,2,2,2,1,1,3,1,3,3,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,118,"Moderada Afectación"
"Castilla y León","Ávila","Hombre",56,1,2,1,1,3,4,4,4,3,4,4,4,4,4,4,1,2,3,2,4,4,4,4,3,4,4,3,4,3,4,3,3,2,2,4,5,2,5,3,4,4,5,4,2,2,1,2,2,2,2,2,2,2,1,162,"Baja Afectación"
"Castilla y León","Ávila","Hombre",62,1,1,2,1,4,4,4,4,4,4,4,4,4,2,4,3,2,1,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,148,"Baja Afectación"
"Castilla y León","Ávila","Hombre",40,2,2,1,1,2,3,3,3,4,4,4,4,4,2,2,1,2,1,2,3,4,3,4,4,3,3,3,3,2,5,2,2,2,2,3,5,2,5,5,5,4,3,3,2,2,2,2,1,2,2,2,2,2,1,147,"Baja Afectación"
"Castilla y León","Ávila","Hombre",39,1,2,2,1,4,3,3,3,1,4,3,4,3,2,2,1,1,1,1,2,3,3,4,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,101,"Moderada Afectación"
"Castilla y León","Ávila","Hombre",39,2,2,2,2,4,3,3,3,3,4,4,3,3,3,3,3,1,1,2,3,3,3,3,3,4,3,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,118,"Moderada Afectación"
"Castilla y León","Ávila","Hombre",62,2,2,2,2,4,4,4,4,2,4,4,4,2,3,3,1,2,1,2,3,3,4,4,3,4,4,3,3,2,2,2,1,1,1,5,2,2,5,5,2,5,3,1,2,2,2,2,1,2,2,2,2,2,2,143,"Baja Afectación"
"Castilla y León","Ávila","Mujer",42,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,68,"Alta Afectación"
"Castilla y León","Burgos","Mujer",60,3,2,1,1,4,4,4,4,4,4,3,4,4,3,4,2,2,1,2,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,5,5,4,3,3,3,5,5,3,2,2,1,2,2,1,2,2,2,2,2,172,"Baja Afectación"
"Castilla y León","Burgos","Mujer",60,2,2,2,2,3,3,4,4,2,4,4,3,3,3,4,3,1,2,2,4,4,4,4,4,4,4,4,4,4,5,2,5,2,5,2,2,2,5,5,5,5,4,3,2,1,1,1,2,2,2,2,2,2,1,163,"Baja Afectación"
"Castilla y León","Burgos","Hombre",24,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,4,4,1,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,154,"Baja Afectación"
"Castilla y León","Burgos","Mujer",44,2,2,2,2,4,4,2,4,3,4,4,4,4,4,4,1,1,1,2,4,4,4,4,3,4,4,4,4,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,125,"Moderada Afectación"
"Castilla y León","Burgos","Hombre",46,2,2,2,1,4,4,3,4,1,4,4,3,3,1,1,1,2,1,2,3,3,4,4,4,4,3,1,1,2,5,2,2,4,4,5,5,2,3,2,2,5,2,2,2,1,2,2,1,2,2,2,2,2,2,139,"Moderada Afectación"
"Castilla y León","Burgos","Mujer",58,2,2,2,2,2,3,3,3,3,4,4,4,1,2,1,1,2,1,2,4,3,3,4,3,4,3,3,3,3,5,2,2,2,2,4,3,2,4,2,4,4,2,2,1,2,2,2,2,2,2,2,2,2,1,137,"Moderada Afectación"
"Castilla y León","Burgos","Hombre",45,3,2,2,2,4,4,4,4,4,4,4,4,4,3,4,1,2,1,2,4,4,4,4,3,4,4,4,4,5,5,3,5,3,3,5,5,4,4,5,4,4,5,5,2,1,2,2,2,1,2,2,2,2,2,178,"Baja Afectación"
"Castilla y León","Burgos","Mujer",66,1,2,2,2,3,4,3,4,2,4,4,4,4,2,2,3,2,1,2,4,3,4,4,3,3,4,4,3,4,3,2,2,2,3,3,1,4,5,4,2,3,5,2,2,2,2,1,2,2,2,2,2,2,1,148,"Baja Afectación"
"Castilla y León","Burgos","Hombre",63,2,2,2,2,4,4,3,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,1,191,"Baja Afectación"
"Castilla y León","Burgos","Hombre",43,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,3,5,3,3,4,4,4,4,4,4,4,4,5,4,5,2,2,2,2,1,2,2,2,2,2,1,176,"Baja Afectación"
"Castilla y León","Burgos","Mujer",37,2,2,2,2,1,2,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,3,5,3,1,2,2,3,5,2,5,5,5,2,2,2,2,2,1,2,1,2,2,2,2,2,1,157,"Baja Afectación"
"Castilla y León","Burgos","Mujer",87,3,2,2,1,3,4,4,4,3,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,3,4,4,5,5,5,5,2,2,5,5,4,5,5,4,5,5,5,2,2,2,2,2,2,2,2,2,2,1,181,"Baja Afectación"
"Castilla y León","Burgos","Mujer",51,3,2,2,1,4,3,4,4,4,4,4,3,3,2,4,3,2,1,2,4,4,4,4,3,4,4,4,4,2,3,1,1,1,1,2,2,4,3,2,2,3,2,3,2,1,1,2,1,2,2,2,2,2,1,140,"Moderada Afectación"
"Castilla y León","Burgos","Hombre",40,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,4,4,4,3,4,4,4,4,4,5,5,4,3,3,5,3,5,2,5,5,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,167,"Baja Afectación"
"Castilla y León","Burgos","Hombre",55,3,2,2,2,4,4,4,4,4,4,4,4,4,2,4,3,2,2,2,4,4,4,3,4,4,4,3,4,5,5,5,5,1,5,5,3,5,5,5,5,3,5,1,2,2,1,2,2,1,2,2,2,2,1,176,"Baja Afectación"
"Castilla y León","Burgos","Mujer",27,2,2,2,2,3,4,4,4,3,4,4,4,3,4,3,3,1,1,2,3,4,3,4,4,3,4,3,4,3,3,2,2,2,1,4,5,2,5,5,5,4,2,2,1,2,2,2,2,2,2,2,2,2,1,154,"Baja Afectación"
"Castilla y León","Burgos","Hombre",70,2,2,2,2,4,4,4,3,1,3,4,4,3,4,4,1,2,2,2,4,4,3,4,3,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,181,"Baja Afectación"
"Castilla y León","Burgos","Hombre",46,2,2,2,2,4,4,4,4,3,4,4,4,4,3,3,1,1,1,2,4,4,4,4,3,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,145,"Baja Afectación"
"Castilla y León","Burgos","Hombre",38,1,2,2,2,3,4,4,4,3,4,4,4,3,2,2,1,1,1,2,3,3,4,4,4,3,3,3,3,2,2,1,1,1,1,2,2,1,5,5,5,3,1,1,2,1,2,2,1,2,2,2,2,2,2,132,"Moderada Afectación"
"Castilla y León","León","Hombre",37,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,171,"Baja Afectación"
"Castilla y León","León","Mujer",39,2,2,2,2,2,3,3,4,4,4,4,3,3,3,3,1,1,2,2,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,5,5,3,3,3,3,2,1,2,2,1,2,2,2,2,2,1,140,"Moderada Afectación"
"Castilla y León","León","Mujer",63,2,2,2,1,3,3,3,4,3,4,4,4,3,4,4,1,2,1,2,3,3,4,3,3,3,3,3,4,1,2,2,2,2,2,4,2,2,5,5,2,4,2,2,2,2,1,2,2,2,2,2,2,2,1,140,"Moderada Afectación"
"Castilla y León","León","Hombre",37,1,2,2,2,1,1,1,1,1,4,4,1,1,1,1,3,2,1,2,4,4,2,4,1,1,1,1,1,5,5,1,1,1,1,2,5,1,1,1,1,3,2,1,2,1,1,2,2,1,2,2,2,2,1,100,"Moderada Afectación"
"Castilla y León","León","Mujer",44,2,2,2,2,3,4,3,4,3,4,4,4,3,4,4,1,1,1,2,3,4,4,4,4,3,4,3,3,2,5,2,2,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,132,"Moderada Afectación"
"Castilla y León","León","Hombre",37,1,2,2,2,4,2,2,2,1,4,4,2,2,1,1,3,1,2,2,2,1,1,1,2,3,1,3,2,2,4,1,1,2,1,2,1,1,5,5,1,1,5,5,2,1,2,2,2,1,2,2,2,2,1,112,"Moderada Afectación"
"Castilla y León","León","Hombre",40,3,2,2,2,2,4,4,4,3,4,4,3,4,2,4,1,1,1,2,4,4,4,4,4,4,4,4,3,3,5,2,3,3,2,4,2,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,151,"Baja Afectación"
"Castilla y León","León","Hombre",55,1,2,1,1,2,2,1,2,1,4,2,2,1,2,1,1,1,3,1,1,2,1,4,1,4,4,1,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,98,"Moderada Afectación"
"Castilla y León","León","Mujer",23,2,2,2,2,3,3,4,3,1,3,3,3,2,1,1,1,1,1,1,3,4,3,4,3,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,104,"Moderada Afectación"
"Castilla y León","León","Hombre",38,1,2,2,1,3,3,2,4,3,4,4,3,3,4,4,3,1,1,2,3,3,3,4,4,3,3,3,3,3,5,2,3,1,2,3,5,2,5,5,3,2,3,5,2,1,2,1,1,2,1,2,2,2,1,145,"Baja Afectación"
"Castilla y León","León","Hombre",62,2,1,2,2,3,4,4,4,4,4,4,4,4,4,4,1,1,3,2,4,4,3,4,2,4,4,3,3,2,4,1,2,1,2,2,2,4,3,1,2,4,1,1,2,2,1,2,2,2,2,2,2,2,1,140,"Moderada Afectación"
"Castilla y León","León","Mujer",77,1,2,2,2,1,3,4,3,1,4,4,3,2,1,1,1,1,1,1,3,1,1,1,3,2,3,1,1,1,1,1,1,1,4,5,1,1,5,4,1,1,3,1,2,1,2,2,2,2,2,2,2,2,1,105,"Moderada Afectación"
"Castilla y León","León","Mujer",71,2,2,2,2,4,3,3,3,3,4,4,3,3,2,2,1,1,2,2,3,4,3,3,3,4,3,4,4,2,3,3,4,2,4,2,3,3,5,5,2,2,4,4,2,2,1,2,2,1,2,1,2,1,1,144,"Baja Afectación"
"Castilla y León","León","Hombre",37,2,2,2,1,4,4,4,4,2,4,4,3,4,3,4,3,1,1,2,4,4,4,4,3,4,4,4,4,3,5,1,1,1,1,5,2,1,5,1,2,5,2,2,2,1,2,1,1,2,2,2,2,2,1,144,"Baja Afectación"
"Castilla y León","León","Hombre",54,3,2,2,1,4,4,4,4,3,4,4,4,4,3,4,3,2,3,2,4,4,4,4,4,4,4,4,4,3,5,1,1,3,2,5,3,1,3,3,4,3,5,3,1,1,2,2,2,2,2,2,2,2,1,160,"Baja Afectación"
"Castilla y León","Palencia","Hombre",39,1,1,2,2,4,3,4,2,4,4,4,4,4,4,4,1,2,1,2,4,3,3,4,3,4,4,3,3,3,4,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,1,2,2,1,1,1,2,2,1,143,"Baja Afectación"
"Castilla y León","Palencia","Mujer",28,2,1,2,1,3,4,3,4,3,3,4,3,4,3,4,1,1,3,2,4,4,3,4,4,3,3,3,3,3,5,1,1,2,2,3,2,2,5,5,2,5,3,3,1,2,2,1,2,2,2,2,2,2,1,145,"Baja Afectación"
"Castilla y León","Palencia","Mujer",42,1,2,1,1,2,2,2,2,2,2,4,2,2,1,1,1,1,3,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,5,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,85,"Alta Afectación"
"Castilla y León","Salamanca","Hombre",58,1,2,2,2,3,4,4,4,3,4,4,4,4,3,4,1,2,1,2,4,4,4,4,4,4,4,4,4,5,5,3,5,3,2,5,5,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,159,"Baja Afectación"
"Castilla y León","Salamanca","Mujer",67,1,2,2,2,4,3,4,4,3,4,4,4,4,4,4,1,2,1,2,4,4,3,4,3,4,4,4,4,3,5,2,2,1,2,5,2,2,2,1,1,4,2,2,1,1,1,2,2,2,2,2,2,2,1,143,"Baja Afectación"
"Castilla y León","Salamanca","Mujer",46,1,1,1,1,2,4,4,4,1,1,4,1,4,3,3,1,2,1,1,2,2,1,4,3,2,3,2,2,5,5,1,1,1,1,5,5,1,5,5,5,5,5,1,1,1,2,1,2,2,2,2,2,2,1,130,"Moderada Afectación"
"Castilla y León","Salamanca","Hombre",57,1,2,2,2,4,4,3,4,3,4,4,3,4,3,4,3,1,2,2,4,3,3,4,4,3,3,4,3,3,5,2,2,5,3,5,5,2,5,5,3,2,4,4,2,2,2,1,2,2,2,2,2,2,1,161,"Baja Afectación"
"Castilla y León","Salamanca","Hombre",22,2,2,2,2,4,4,4,3,4,4,4,4,3,2,2,1,1,1,2,4,4,4,4,3,3,4,3,3,1,4,1,1,2,1,4,4,4,2,4,2,4,1,1,2,2,2,2,2,2,2,2,2,2,1,140,"Moderada Afectación"
"Castilla y León","Salamanca","Mujer",33,2,2,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,92,"Moderada Afectación"
"Castilla y León","Salamanca","Mujer",65,2,1,2,2,4,4,4,4,3,4,4,4,1,2,4,3,2,1,2,4,3,3,3,2,3,3,4,4,3,5,3,4,2,1,3,3,3,4,5,2,5,3,2,2,1,1,1,2,1,2,2,2,2,1,147,"Baja Afectación"
"Castilla y León","Salamanca","Hombre",33,1,2,2,1,4,3,4,2,2,4,4,2,2,2,2,3,2,1,2,4,3,2,4,2,2,2,2,2,4,4,2,1,2,1,4,2,1,4,4,4,3,2,3,1,1,2,2,2,2,2,2,2,2,1,128,"Moderada Afectación"
"Castilla y León","Salamanca","Mujer",53,1,2,2,2,1,1,1,4,1,3,4,2,2,2,1,1,2,1,1,1,2,1,4,1,2,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,5,4,2,1,1,1,1,1,1,2,2,2,2,1,90,"Alta Afectación"
"Castilla y León","Salamanca","Hombre",56,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,5,5,5,5,4,4,1,4,2,2,1,2,2,2,2,2,2,2,1,184,"Baja Afectación"
"Castilla y León","Salamanca","Mujer",42,2,2,2,2,4,3,4,4,3,4,3,3,1,1,2,1,2,2,1,3,4,3,4,3,4,3,4,4,3,2,1,1,2,2,3,1,2,3,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2,1,135,"Moderada Afectación"
"Castilla y León","Segovia","Hombre",40,2,2,2,2,3,4,4,4,3,4,4,4,3,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,3,3,3,2,2,2,3,2,2,2,2,2,2,3,5,2,1,2,2,1,2,2,2,2,2,2,139,"Moderada Afectación"
"Castilla y León","Segovia","Hombre",44,2,2,2,2,4,4,3,4,3,4,4,4,3,3,3,1,1,1,2,4,3,4,3,3,3,3,3,3,3,3,2,2,3,3,5,3,2,5,5,3,5,2,1,2,1,1,2,2,2,2,2,2,2,1,147,"Baja Afectación"
"Castilla y León","Segovia","Hombre",29,3,2,2,1,3,4,4,3,1,4,4,4,4,2,2,3,2,1,2,4,4,3,4,3,4,4,3,4,3,4,2,2,2,4,4,3,2,4,2,4,4,2,4,2,1,2,2,2,2,2,2,2,2,1,150,"Baja Afectación"
"Castilla y León","Segovia","Hombre",25,3,2,2,1,3,3,3,4,4,4,4,4,3,4,4,1,2,3,2,4,4,4,4,4,4,4,4,4,2,5,1,3,1,1,5,2,2,5,1,3,2,5,5,2,2,2,2,2,2,2,2,2,2,2,157,"Baja Afectación"
"Castilla y León","Segovia","Mujer",60,1,2,2,1,3,3,3,3,3,4,3,3,2,2,3,3,1,3,2,3,3,3,4,3,4,3,3,3,3,3,2,2,2,2,3,1,2,5,5,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,128,"Moderada Afectación"
"Castilla y León","Segovia","Hombre",36,2,2,1,2,3,4,3,4,3,4,4,4,4,2,4,1,1,1,2,4,4,4,4,4,4,4,3,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,146,"Baja Afectación"
"Castilla y León","Segovia","Hombre",35,2,2,2,2,3,4,3,3,3,4,4,3,3,3,3,1,2,1,2,4,3,3,3,3,3,3,3,3,2,4,1,1,1,1,2,2,1,5,5,1,4,3,3,2,1,2,2,2,2,2,2,2,2,1,134,"Moderada Afectación"
"Castilla y León","Segovia","Hombre",29,3,2,1,1,2,3,3,4,1,4,4,2,1,4,4,3,2,3,2,4,3,4,4,1,1,3,3,3,3,5,1,5,1,1,5,5,5,1,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,144,"Baja Afectación"
"Castilla y León","Segovia","Hombre",26,1,2,2,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,2,3,2,1,3,1,1,2,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,2,4,1,2,2,1,2,2,2,2,2,2,1,97,"Moderada Afectación"
"Castilla y León","Segovia","Mujer",44,1,2,2,1,3,3,3,3,3,3,4,3,3,3,1,3,1,1,2,3,3,3,4,3,3,3,3,3,4,2,4,1,2,2,4,2,2,2,2,2,5,2,3,1,1,1,1,2,2,2,2,2,2,1,129,"Moderada Afectación"
"Castilla y León","Segovia","Mujer",48,1,2,2,2,2,3,3,2,3,4,4,3,3,4,3,3,2,1,2,3,3,3,1,3,3,3,3,3,3,5,2,3,1,4,3,1,1,5,3,2,2,3,3,2,2,1,2,2,1,2,2,2,2,1,134,"Moderada Afectación"
"Castilla y León","Segovia","Mujer",39,1,2,1,1,1,1,4,1,2,4,4,3,2,1,4,1,1,3,1,3,2,2,1,1,1,3,3,3,2,2,1,1,2,2,1,2,1,5,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,99,"Moderada Afectación"
"Castilla y León","Segovia","Mujer",25,2,2,2,1,2,1,1,1,1,4,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,3,3,1,1,1,3,2,1,1,1,2,1,2,1,2,2,2,2,1,82,"Alta Afectación"
"Castilla y León","Soria","Hombre",65,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,189,"Baja Afectación"
"Castilla y León","Valladolid","Hombre",43,1,2,2,2,1,1,1,1,1,2,3,2,4,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,2,3,4,3,3,3,4,2,2,3,4,1,3,2,1,1,2,1,2,2,2,2,2,1,102,"Moderada Afectación"
"Castilla y León","Valladolid","Mujer",42,2,1,2,2,3,4,3,4,4,4,4,3,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,2,1,2,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,1,145,"Baja Afectación"
"Castilla y León","Valladolid","Hombre",52,2,2,2,2,3,3,4,4,4,4,4,4,4,3,4,1,2,1,2,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,164,"Baja Afectación"
"Castilla y León","Valladolid","Hombre",53,2,2,2,2,3,4,3,4,4,4,4,3,4,2,2,3,2,1,2,4,3,3,4,3,4,4,3,3,3,3,2,2,2,3,3,5,2,5,3,3,5,5,4,1,1,1,2,1,2,2,2,2,2,1,151,"Baja Afectación"
"Castilla y León","Valladolid","Mujer",49,2,2,2,2,3,3,3,4,3,4,4,4,4,4,4,3,2,1,2,3,3,4,4,4,3,3,3,3,4,5,4,5,3,4,4,4,5,5,2,4,3,3,5,2,2,2,2,1,2,2,2,2,2,2,167,"Baja Afectación"
"Castilla y León","Valladolid","Hombre",32,2,2,2,2,3,3,3,3,3,4,4,4,3,3,3,3,2,1,2,4,3,3,4,4,3,4,4,3,4,5,2,2,2,2,4,4,4,5,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,157,"Baja Afectación"
"Castilla y León","Valladolid","Mujer",57,2,2,2,2,4,4,4,4,3,4,4,4,3,2,4,1,2,1,2,3,3,3,4,3,4,4,4,3,5,5,3,2,2,2,5,2,2,2,2,2,3,4,4,2,1,2,2,2,2,2,2,2,2,1,150,"Baja Afectación"
"Castilla y León","Valladolid","Hombre",50,1,2,1,2,3,2,3,3,1,4,3,2,3,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,81,"Alta Afectación"
"Castilla y León","Valladolid","Mujer",77,1,2,2,1,2,2,4,3,2,4,4,3,3,1,3,1,1,1,2,4,3,2,3,4,3,4,2,2,2,1,1,1,2,2,2,2,2,5,5,1,1,3,3,2,1,2,2,2,2,2,2,2,1,1,121,"Moderada Afectación"
"Castilla y León","Valladolid","Mujer",28,2,2,2,2,1,4,3,3,2,4,4,4,3,1,1,1,1,1,2,3,4,3,3,3,4,4,4,3,1,5,1,4,2,2,3,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,127,"Moderada Afectación"
"Castilla y León","Valladolid","Hombre",31,1,2,2,1,3,3,3,4,3,4,4,4,4,3,3,1,1,1,2,4,3,3,4,3,4,4,3,3,2,2,1,1,1,1,3,3,2,2,2,1,3,3,3,1,1,2,2,2,2,2,2,2,2,1,129,"Moderada Afectación"
"Castilla y León","Valladolid","Hombre",64,2,2,2,1,3,4,3,4,4,4,4,3,4,2,2,1,2,1,2,3,4,4,2,4,3,3,3,3,3,4,3,3,2,3,5,5,2,5,5,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,148,"Baja Afectación"
"Castilla y León","Valladolid","Hombre",64,1,2,2,2,4,4,4,4,3,4,4,4,4,3,1,3,2,1,2,4,4,4,4,4,4,4,4,3,4,5,1,1,4,1,5,5,5,3,3,5,5,3,5,2,2,2,2,2,1,2,2,2,2,2,165,"Baja Afectación"
"Castilla y León","Valladolid","Mujer",39,4,2,2,2,3,3,3,1,4,4,4,4,4,4,4,2,1,1,1,1,1,1,3,1,1,4,1,1,4,5,1,1,3,3,5,5,5,5,5,5,5,3,3,2,2,2,2,2,2,1,2,1,2,1,144,"Baja Afectación"
"Castilla y León","Valladolid","Mujer",31,2,2,2,2,2,2,2,2,2,3,4,3,2,3,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,5,2,3,2,2,5,2,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,126,"Moderada Afectación"
"Castilla y León","Valladolid","Hombre",55,2,2,2,1,3,3,3,4,3,3,4,3,4,3,4,1,1,1,2,3,3,3,2,3,4,3,3,3,4,4,3,3,2,4,4,3,2,5,5,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,142,"Baja Afectación"
"Castilla y León","Valladolid","Mujer",67,1,2,2,2,3,3,3,4,1,4,4,3,3,3,4,1,2,1,2,3,2,2,3,2,3,3,3,3,3,3,1,1,1,2,3,3,2,5,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,125,"Moderada Afectación"
"Castilla y León","Valladolid","Mujer",35,1,2,2,2,3,3,3,4,1,4,4,3,1,1,3,1,1,1,2,4,3,3,4,4,4,4,4,4,1,5,1,1,1,1,1,1,1,5,1,1,1,5,5,2,2,2,2,2,2,2,2,2,2,2,129,"Moderada Afectación"
"Castilla y León","Valladolid","Hombre",48,1,2,2,2,4,4,4,4,2,2,4,4,4,4,3,1,1,1,2,4,4,2,4,3,2,4,4,3,1,5,1,1,1,1,1,1,1,2,2,2,5,3,2,1,2,2,2,1,2,2,2,2,2,1,129,"Moderada Afectación"
"Castilla y León","Valladolid","Mujer",31,2,2,1,1,1,1,3,4,3,4,4,4,4,1,4,3,2,3,2,4,4,4,4,4,4,4,4,4,1,5,1,1,1,4,5,3,1,5,5,5,5,5,5,2,2,2,2,1,2,2,2,2,2,2,158,"Baja Afectación"
"Castilla y León","Valladolid","Mujer",52,1,2,2,2,3,2,2,3,2,3,4,3,3,3,2,1,1,1,2,3,3,2,4,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,2,2,1,101,"Moderada Afectación"
"Castilla y León","Valladolid","Hombre",52,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,3,4,4,4,4,4,4,3,5,3,3,5,5,5,3,5,5,5,5,5,5,5,2,2,2,2,1,2,2,2,2,2,2,184,"Baja Afectación"
"Castilla y León","Valladolid","Hombre",22,2,2,1,1,1,3,4,4,3,4,4,4,3,3,4,1,1,3,2,4,4,4,4,4,4,4,4,4,2,5,1,1,1,4,4,5,4,5,5,5,4,1,2,2,2,2,2,2,2,2,2,2,2,1,156,"Baja Afectación"
