"CCAA","PROV","SEXO","EDAD","P1","P2","P3","P3A","P5_1","P5_2","P5_3","P5_4","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7","P7","P8","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P11_8","P11_9","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12_8","P12_9","P12_10","P12_11","P12_12","P12_13","P12_14","P12_15","P14A","P14B","P16A","P16B","P18","P26","P27","P28","P29","P30","P13_dolores","impacto_raw","impacto_salud_mental"
"Castilla y León","Zamora","Hombre",53,1,2,2,1,2,4,4,3,1,4,4,4,1,1,1,1,1,1,2,4,3,3,4,4,3,3,2,2,2,3,2,2,2,2,5,2,5,5,5,5,5,4,2,2,1,2,2,1,2,2,2,2,2,1,138,"Moderada Afectación"
"Castilla y León","Zamora","Mujer",48,3,2,1,1,3,3,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,2,5,2,2,2,2,2,5,3,5,5,5,5,2,2,2,2,2,2,1,2,2,2,2,2,1,160,"Baja Afectación"
"Castilla y León","Zamora","Mujer",59,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,3,3,2,3,5,5,4,2,2,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,173,"Baja Afectación"
"Castilla y León","Zamora","Mujer",54,1,2,2,2,3,4,4,4,4,4,4,4,4,1,4,3,2,1,2,4,4,4,4,3,4,4,4,4,4,3,1,1,1,1,3,2,3,5,2,2,5,4,1,2,2,2,1,2,2,2,2,2,2,1,148,"Baja Afectación"
"Galicia","A Coruña","Mujer",40,2,2,1,1,2,2,3,3,3,4,4,4,4,2,4,3,2,3,2,3,3,4,3,2,2,3,3,3,4,4,2,2,2,2,4,4,2,5,5,3,2,2,2,2,1,2,2,1,2,2,2,2,2,1,141,"Baja Afectación"
"Galicia","A Coruña","Mujer",53,1,1,2,2,3,4,4,4,3,4,4,4,4,4,4,3,2,1,2,4,3,3,4,4,4,4,4,3,2,5,2,1,1,1,4,5,4,4,4,4,4,2,3,2,2,2,2,1,1,2,1,2,2,1,153,"Baja Afectación"
"Galicia","A Coruña","Mujer",44,2,2,2,2,3,2,1,2,3,4,1,1,1,3,2,1,2,1,1,1,2,1,1,2,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,92,"Moderada Afectación"
"Galicia","A Coruña","Mujer",48,2,2,2,1,2,2,2,2,1,1,3,3,3,1,2,3,1,1,2,1,2,1,1,1,3,3,3,3,3,3,3,3,1,1,1,2,2,2,1,1,3,3,3,2,1,2,2,1,2,2,2,2,2,1,105,"Moderada Afectación"
"Galicia","A Coruña","Hombre",20,2,2,2,2,3,3,4,4,4,4,4,4,4,2,4,1,2,1,2,4,3,4,4,3,4,4,4,4,3,5,3,4,3,3,3,4,3,2,2,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,154,"Baja Afectación"
"Galicia","A Coruña","Mujer",26,2,1,2,1,3,3,3,4,4,4,4,4,4,4,3,1,2,1,2,4,3,3,3,3,3,3,3,3,3,5,1,3,1,1,5,3,1,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,134,"Moderada Afectación"
"Galicia","A Coruña","Hombre",47,3,2,2,2,4,4,4,4,3,4,4,4,3,4,4,3,1,2,2,4,4,3,4,3,4,4,4,4,3,5,3,3,2,2,3,1,2,5,5,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,157,"Baja Afectación"
"Galicia","A Coruña","Hombre",74,1,2,2,2,3,3,3,4,3,4,4,4,2,1,2,1,1,1,2,4,4,4,1,3,4,4,4,4,2,5,1,2,5,5,5,1,1,5,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,140,"Moderada Afectación"
"Galicia","A Coruña","Hombre",41,1,2,2,2,1,1,1,1,2,4,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,88,"Alta Afectación"
"Galicia","A Coruña","Mujer",30,2,2,2,2,2,2,2,2,1,4,4,1,1,1,1,3,2,1,2,4,3,2,4,3,2,2,2,2,3,5,2,2,2,1,4,4,4,1,1,1,5,2,5,2,2,2,1,2,1,2,2,2,2,1,122,"Moderada Afectación"
"Galicia","A Coruña","Hombre",53,2,2,2,2,3,3,2,3,2,4,3,3,4,3,3,1,1,1,2,3,3,3,4,4,3,3,3,3,2,5,2,5,2,2,2,5,2,5,5,2,5,5,5,2,1,1,2,1,2,2,2,2,2,1,147,"Baja Afectación"
"Galicia","A Coruña","Mujer",43,2,2,2,2,2,1,1,4,3,4,4,4,3,4,4,1,1,1,2,3,3,4,4,3,3,4,3,3,1,1,1,1,1,1,1,1,1,3,1,3,3,1,2,2,2,2,2,1,2,2,2,2,2,1,119,"Moderada Afectación"
"Galicia","A Coruña","Mujer",61,2,2,2,1,3,4,3,4,1,4,4,3,2,1,4,3,1,1,2,4,3,3,4,4,3,3,2,3,2,5,1,1,1,1,3,2,1,5,5,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,127,"Moderada Afectación"
"Galicia","A Coruña","Hombre",48,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,5,1,1,1,1,5,5,2,2,2,5,2,1,1,1,1,2,2,1,1,1,2,1,2,1,87,"Alta Afectación"
"Galicia","A Coruña","Mujer",67,2,2,2,2,1,1,1,2,4,4,4,4,4,3,4,1,2,2,2,1,3,4,4,1,4,3,4,4,2,2,2,2,2,2,2,2,2,5,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,123,"Moderada Afectación"
"Galicia","A Coruña","Mujer",60,2,2,2,2,3,4,3,3,3,4,3,3,3,1,1,3,2,1,2,4,4,3,3,4,1,3,3,2,3,5,2,1,2,1,5,4,1,4,4,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,132,"Moderada Afectación"
"Galicia","A Coruña","Hombre",55,3,2,2,2,4,4,4,4,3,4,4,4,4,4,4,1,2,2,2,4,3,3,4,4,4,4,3,4,4,5,3,3,1,5,5,5,5,5,5,3,3,1,1,2,2,1,2,2,2,2,2,2,2,1,166,"Baja Afectación"
"Galicia","A Coruña","Hombre",67,3,2,2,2,1,4,4,4,4,4,4,4,4,3,4,1,2,1,2,4,4,3,4,4,4,4,4,4,3,1,1,1,1,3,5,3,5,5,3,3,4,3,5,2,2,2,2,2,2,2,2,2,2,1,157,"Baja Afectación"
"Galicia","A Coruña","Mujer",57,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,3,5,3,3,3,2,5,3,3,5,2,2,5,5,3,2,1,2,2,2,2,2,2,2,2,2,167,"Baja Afectación"
"Galicia","A Coruña","Hombre",46,2,2,2,2,3,4,3,3,4,3,4,3,3,2,2,1,1,1,2,4,3,4,3,3,3,4,3,3,1,3,1,1,1,2,2,3,2,4,2,2,3,1,3,1,1,2,2,2,2,2,2,2,2,1,127,"Moderada Afectación"
"Galicia","A Coruña","Hombre",71,2,2,2,2,4,4,3,4,3,4,4,4,3,4,4,3,2,1,2,3,3,4,4,4,3,3,3,4,4,3,2,1,2,1,5,4,2,5,5,2,2,5,5,2,2,2,2,2,2,2,2,2,2,1,157,"Baja Afectación"
"Galicia","A Coruña","Mujer",23,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,3,4,4,4,4,5,5,5,5,2,5,5,5,1,2,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,176,"Baja Afectación"
"Galicia","A Coruña","Mujer",60,1,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,1,1,2,3,4,4,4,4,4,4,4,4,3,3,1,1,1,1,3,3,1,5,3,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,143,"Baja Afectación"
"Galicia","A Coruña","Mujer",21,2,2,2,1,2,2,2,2,3,4,4,4,2,2,3,1,2,3,1,3,2,2,3,3,2,2,3,2,3,5,2,2,2,2,3,3,2,5,2,2,3,5,5,1,1,2,2,2,2,1,2,1,2,1,129,"Moderada Afectación"
"Galicia","A Coruña","Hombre",41,2,2,2,1,3,3,3,4,4,4,4,4,4,3,3,1,1,1,2,4,3,4,2,3,2,2,2,2,3,5,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,2,2,1,1,2,1,114,"Moderada Afectación"
"Galicia","A Coruña","Mujer",29,2,2,2,1,1,4,4,3,1,4,4,4,3,1,1,1,2,3,2,3,3,4,4,1,4,3,4,4,3,5,1,1,1,1,5,4,1,5,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,1,129,"Moderada Afectación"
"Galicia","A Coruña","Hombre",42,2,2,2,2,3,3,3,4,3,4,4,3,3,2,3,1,1,1,2,4,3,4,4,3,4,4,3,3,2,4,2,2,1,2,3,3,1,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,2,1,131,"Moderada Afectación"
"Galicia","A Coruña","Hombre",28,3,2,2,2,1,1,1,2,1,4,4,2,2,2,2,3,2,1,1,3,1,1,4,1,1,3,2,2,3,4,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,107,"Moderada Afectación"
"Galicia","A Coruña","Hombre",79,1,2,2,2,4,3,4,4,4,4,4,4,4,1,4,3,2,1,2,4,2,4,3,4,4,4,4,4,3,5,4,5,1,5,5,2,2,5,5,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,170,"Baja Afectación"
"Galicia","A Coruña","Hombre",62,1,2,2,2,1,1,1,3,3,4,4,4,4,3,1,3,2,2,2,4,4,3,4,3,4,4,4,4,3,5,5,5,5,5,5,5,3,2,1,2,5,4,5,2,2,2,2,2,2,2,2,2,2,2,161,"Baja Afectación"
"Galicia","A Coruña","Mujer",57,2,1,1,1,4,3,2,4,2,3,4,3,2,2,4,1,2,3,2,4,3,3,3,3,3,3,3,3,3,5,1,1,2,1,3,5,2,2,4,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,128,"Moderada Afectación"
"Galicia","A Coruña","Hombre",42,2,2,2,2,2,2,3,1,1,4,4,3,3,1,1,3,2,1,2,4,3,3,4,4,4,4,3,3,3,3,2,1,1,1,3,3,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,117,"Moderada Afectación"
"Galicia","A Coruña","Mujer",51,1,2,2,2,3,2,3,3,1,3,4,3,3,2,1,1,1,1,1,2,2,4,1,1,3,3,3,3,1,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,96,"Moderada Afectación"
"Galicia","A Coruña","Mujer",66,1,2,2,1,2,2,2,2,3,4,3,2,2,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,98,"Moderada Afectación"
"Galicia","A Coruña","Hombre",30,2,2,2,2,2,3,2,3,4,4,4,4,4,4,4,3,2,1,2,3,3,3,3,3,3,3,3,3,3,5,2,2,2,2,2,2,1,5,5,3,3,3,3,2,2,2,1,2,1,2,1,2,2,1,142,"Baja Afectación"
"Galicia","A Coruña","Hombre",40,3,2,1,1,3,3,4,3,3,4,3,4,4,4,4,3,2,3,2,4,3,4,4,4,3,3,3,3,4,3,2,2,4,2,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,156,"Baja Afectación"
"Galicia","A Coruña","Mujer",64,1,2,2,1,1,2,1,2,1,4,2,3,1,1,1,1,1,1,2,1,1,1,3,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,81,"Alta Afectación"
"Galicia","A Coruña","Hombre",49,1,2,2,2,3,4,4,4,3,4,4,4,4,3,4,1,1,1,2,4,4,4,4,3,4,4,4,4,2,5,2,2,2,2,2,3,2,5,5,2,5,3,1,2,2,2,1,2,2,2,2,2,2,2,152,"Baja Afectación"
"Galicia","A Coruña","Mujer",69,1,2,2,2,4,4,3,4,3,4,4,3,4,3,4,1,1,1,2,4,4,4,4,4,4,4,3,3,3,5,2,2,1,1,1,1,1,5,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,133,"Moderada Afectación"
"Galicia","A Coruña","Mujer",38,1,2,2,2,1,1,1,4,1,4,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,72,"Alta Afectación"
"Galicia","A Coruña","Hombre",28,2,2,2,2,4,4,4,3,3,4,4,3,4,4,3,3,2,1,2,4,3,4,3,3,4,3,3,3,3,4,3,3,2,3,3,3,3,2,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2,2,149,"Baja Afectación"
"Galicia","A Coruña","Hombre",63,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,4,5,2,2,2,2,2,2,2,5,1,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,152,"Baja Afectación"
"Galicia","A Coruña","Hombre",50,2,2,2,2,4,3,4,4,3,4,4,4,3,3,3,1,1,1,2,3,2,4,4,4,4,4,3,2,4,2,2,2,2,2,3,2,3,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,1,145,"Baja Afectación"
"Galicia","A Coruña","Hombre",54,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,3,4,3,4,4,4,4,4,5,1,2,4,5,5,5,5,4,4,4,5,5,4,2,2,1,2,1,2,2,2,2,2,1,175,"Baja Afectación"
"Galicia","A Coruña","Mujer",38,1,2,2,2,2,3,2,1,3,3,3,3,1,4,4,1,1,2,1,2,2,2,3,4,1,2,2,2,2,2,1,1,1,1,2,2,4,5,5,5,3,5,1,1,2,1,2,1,1,2,1,2,1,1,116,"Moderada Afectación"
"Galicia","A Coruña","Mujer",64,1,2,2,1,4,4,3,4,4,4,4,3,4,4,4,3,1,2,2,3,4,4,4,2,4,4,4,2,2,2,2,2,1,1,1,1,1,5,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,133,"Moderada Afectación"
"Galicia","A Coruña","Hombre",65,3,2,2,2,4,3,4,4,4,4,4,4,4,4,4,1,1,1,2,4,4,4,4,3,4,4,4,4,2,5,2,2,2,2,4,5,1,5,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,153,"Baja Afectación"
"Galicia","A Coruña","Mujer",28,2,2,2,2,3,3,3,3,4,4,4,4,3,1,1,1,1,1,2,3,3,4,3,3,4,4,4,4,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,118,"Moderada Afectación"
"Galicia","A Coruña","Mujer",20,2,2,2,2,1,1,2,3,1,4,4,2,2,2,1,1,1,1,1,2,2,1,1,1,3,2,3,2,2,4,1,1,1,1,4,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,93,"Moderada Afectación"
"Galicia","A Coruña","Hombre",49,2,2,2,1,4,4,3,4,3,4,4,4,4,1,3,1,2,3,2,4,4,3,4,3,3,3,3,3,4,5,2,2,2,3,3,4,2,5,5,3,5,5,2,2,2,2,2,1,2,2,2,2,2,1,155,"Baja Afectación"
"Galicia","A Coruña","Mujer",61,2,2,2,2,3,3,3,4,2,4,4,3,4,4,2,3,1,1,2,3,2,4,4,4,4,4,3,3,2,5,3,2,2,4,4,3,2,5,5,5,4,4,3,2,2,2,2,2,2,2,2,2,2,1,156,"Baja Afectación"
"Galicia","A Coruña","Hombre",60,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,3,4,3,4,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,127,"Moderada Afectación"
"Galicia","A Coruña","Mujer",31,2,2,2,2,1,2,1,3,4,4,4,4,3,4,4,1,2,2,1,1,3,2,3,2,2,1,1,1,3,5,3,3,2,3,5,5,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,121,"Moderada Afectación"
"Galicia","A Coruña","Mujer",50,1,2,2,2,4,1,4,4,2,4,4,4,4,2,2,1,1,1,2,4,2,1,4,3,4,4,3,3,2,5,2,2,1,2,2,1,2,5,5,2,4,2,2,2,2,1,1,1,2,2,2,2,2,1,132,"Moderada Afectación"
"Galicia","A Coruña","Hombre",27,1,2,2,2,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,3,4,3,4,4,4,3,4,3,4,5,1,3,3,1,3,4,3,5,5,5,5,5,5,2,2,2,2,2,1,1,2,1,2,1,161,"Baja Afectación"
"Galicia","A Coruña","Mujer",40,1,2,2,2,2,3,3,2,2,4,4,2,3,1,3,2,2,1,2,1,2,4,4,1,1,2,3,3,1,4,1,1,1,1,3,3,2,5,1,2,5,2,2,1,1,1,1,1,1,2,2,2,2,1,113,"Moderada Afectación"
"Galicia","A Coruña","Mujer",44,3,2,2,2,1,2,2,3,4,4,4,4,4,4,2,3,2,2,2,4,4,4,4,2,4,3,3,3,4,5,5,5,5,2,5,5,5,1,1,2,5,5,5,2,1,2,2,2,2,2,2,2,2,1,163,"Baja Afectación"
"Galicia","A Coruña","Mujer",46,1,2,2,1,2,4,2,2,4,3,3,3,3,3,3,3,1,1,2,3,3,3,4,4,4,3,2,2,2,5,1,1,1,1,5,1,3,1,1,1,5,1,1,1,1,2,2,1,2,2,2,2,2,1,121,"Moderada Afectación"
"Galicia","A Coruña","Mujer",47,1,2,2,2,1,2,2,2,2,3,3,2,1,3,2,1,1,1,1,3,1,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,1,1,2,2,1,2,2,2,2,2,1,96,"Moderada Afectación"
"Galicia","A Coruña","Hombre",51,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,3,3,2,2,5,5,2,5,5,2,5,5,2,2,1,2,2,1,2,2,2,2,2,2,172,"Baja Afectación"
"Galicia","A Coruña","Mujer",48,1,2,2,1,1,1,3,3,2,4,3,3,3,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,82,"Alta Afectación"
"Galicia","Lugo","Mujer",65,2,2,2,2,3,3,3,4,3,4,4,3,1,2,2,1,1,1,2,3,3,3,3,3,4,3,3,3,2,4,2,2,2,2,2,2,1,4,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,1,125,"Moderada Afectación"
"Galicia","Lugo","Hombre",64,1,2,2,2,2,4,3,4,2,4,4,4,1,3,4,1,1,1,2,3,1,4,4,4,4,4,3,3,2,4,1,1,1,5,2,5,1,5,2,5,5,1,3,2,1,1,2,2,2,2,2,2,2,2,140,"Moderada Afectación"
"Galicia","Lugo","Mujer",46,1,2,2,2,4,4,4,4,3,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,5,5,2,2,2,2,4,5,3,2,3,2,5,5,5,1,1,1,2,2,2,2,2,2,2,1,162,"Baja Afectación"
"Galicia","Lugo","Hombre",67,2,2,2,2,2,3,4,4,3,4,4,3,3,3,4,1,1,1,2,4,2,3,2,4,3,3,3,2,5,5,1,1,2,2,3,3,2,5,5,1,4,2,3,2,2,1,2,2,1,2,2,2,2,1,139,"Moderada Afectación"
"Galicia","Lugo","Mujer",27,2,2,2,2,1,1,1,2,2,3,4,2,3,3,1,1,1,1,2,3,3,3,1,1,3,3,3,1,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,96,"Moderada Afectación"
"Galicia","Lugo","Hombre",61,2,2,2,2,3,3,3,4,3,4,4,4,3,3,4,1,1,1,2,3,3,4,3,3,4,4,4,3,3,5,2,2,3,1,3,1,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,134,"Moderada Afectación"
"Galicia","Lugo","Hombre",26,2,2,2,2,3,3,4,4,3,4,4,4,4,3,2,1,2,2,2,4,4,4,4,3,4,4,3,3,2,4,1,1,1,1,2,2,3,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,135,"Moderada Afectación"
"Galicia","Lugo","Hombre",80,1,2,2,1,4,3,4,4,2,4,4,3,3,2,4,3,2,1,2,4,3,2,4,3,4,4,4,2,2,5,2,5,2,2,5,4,2,5,3,2,2,2,4,2,1,1,1,2,2,2,2,2,2,1,146,"Baja Afectación"
"Galicia","Ourense","Mujer",40,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,1,5,1,1,1,5,1,1,5,5,5,5,5,1,1,1,1,1,1,1,2,2,2,2,2,1,152,"Baja Afectación"
"Galicia","Ourense","Mujer",28,3,1,2,2,3,4,4,4,3,4,4,4,4,4,4,1,1,1,2,4,4,4,1,4,3,4,4,4,2,3,1,1,1,1,3,5,1,5,5,1,3,3,1,2,2,2,2,2,2,2,2,2,2,1,144,"Baja Afectación"
"Galicia","Ourense","Hombre",34,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,1,2,2,2,2,1,5,2,2,2,2,2,2,3,4,2,2,2,2,1,2,2,2,2,2,2,149,"Baja Afectación"
"Galicia","Ourense","Mujer",51,1,1,2,2,4,4,4,2,4,4,4,4,3,4,4,1,2,2,2,4,4,4,4,4,3,4,3,4,1,5,1,1,1,1,1,2,4,2,2,5,3,5,2,2,2,2,1,1,2,2,2,2,2,1,143,"Baja Afectación"
"Galicia","Ourense","Hombre",75,1,2,2,2,4,3,4,3,3,4,4,3,3,4,4,3,2,2,2,4,4,3,4,3,4,4,3,4,3,4,2,4,2,5,3,5,3,5,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,155,"Baja Afectación"
"Galicia","Ourense","Mujer",53,3,2,2,2,4,4,4,4,4,4,4,4,4,2,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,1,191,"Baja Afectación"
"Galicia","Ourense","Hombre",34,2,2,2,2,4,4,4,4,3,4,4,3,4,2,3,3,2,1,2,4,4,4,3,3,4,4,3,3,3,5,3,3,2,2,3,3,2,2,3,3,3,5,3,2,2,1,2,2,2,2,2,2,2,2,153,"Baja Afectación"
"Galicia","Ourense","Hombre",45,3,2,2,2,2,2,3,4,2,4,4,4,2,4,2,3,1,1,2,4,3,4,4,3,4,4,3,3,3,5,1,3,1,2,3,3,1,2,2,2,3,2,2,2,1,2,2,2,1,2,1,2,2,1,134,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",48,2,2,2,2,2,2,3,3,1,4,4,3,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,2,1,3,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,1,114,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",40,1,2,1,1,4,4,2,2,4,4,4,4,4,3,2,1,1,3,2,4,4,4,4,4,4,4,4,3,4,3,3,1,1,1,2,2,2,2,2,2,3,3,2,2,1,2,2,1,2,2,2,2,2,1,136,"Moderada Afectación"
"Galicia","Pontevedra","Mujer",24,2,2,2,2,3,4,3,4,3,4,4,3,3,3,4,3,2,2,2,4,3,4,3,2,3,4,4,3,2,5,3,2,2,5,4,3,1,1,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,1,141,"Baja Afectación"
"Galicia","Pontevedra","Hombre",30,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,2,1,2,2,2,2,2,2,2,2,1,188,"Baja Afectación"
"Galicia","Pontevedra","Mujer",60,1,2,2,2,1,2,2,1,1,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,5,5,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,86,"Alta Afectación"
"Galicia","Pontevedra","Hombre",39,2,2,2,1,3,3,3,3,4,4,4,3,4,2,2,1,2,1,2,4,3,2,4,2,4,4,3,3,2,4,2,2,2,2,5,2,2,5,2,3,5,2,2,2,1,2,2,1,2,2,2,2,2,1,138,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",43,2,2,1,1,4,4,4,4,3,4,4,4,4,4,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,5,4,3,4,4,3,5,4,5,2,1,1,2,1,2,2,2,2,2,1,172,"Baja Afectación"
"Galicia","Pontevedra","Hombre",59,1,2,2,1,1,2,3,2,2,4,4,3,3,2,2,1,1,3,2,4,1,2,4,1,4,2,4,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,102,"Moderada Afectación"
"Galicia","Pontevedra","Mujer",29,2,2,2,2,3,4,4,4,2,4,4,4,3,4,2,1,1,1,2,3,4,4,4,2,4,4,4,3,2,2,2,1,2,1,2,2,2,4,3,3,3,2,1,2,1,2,2,1,2,2,2,2,2,1,134,"Moderada Afectación"
"Galicia","Pontevedra","Mujer",35,1,2,2,2,3,2,3,3,3,4,4,4,1,3,3,1,1,1,2,3,3,2,3,1,3,2,2,2,5,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,107,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",28,3,2,2,1,3,4,3,4,4,4,4,4,3,3,4,1,1,1,2,3,4,4,3,3,4,3,3,3,1,3,1,2,2,2,5,3,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,1,135,"Moderada Afectación"
"Galicia","Pontevedra","Mujer",28,1,2,2,2,2,3,3,4,3,4,4,4,3,3,4,1,1,1,2,4,3,4,3,3,3,3,3,3,2,3,1,1,1,1,1,5,3,5,5,5,5,3,3,1,1,1,2,2,2,2,2,2,2,1,140,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",56,2,2,2,2,3,3,4,3,2,4,4,3,2,2,3,1,1,1,2,4,3,3,4,3,3,4,3,3,2,2,1,1,2,1,2,2,2,5,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,125,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",44,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,4,4,4,4,4,4,4,4,4,2,5,2,3,2,3,3,3,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,156,"Baja Afectación"
"Galicia","Pontevedra","Mujer",58,2,2,1,1,4,4,4,2,4,4,4,4,4,4,4,1,1,3,2,4,4,2,4,3,4,4,4,4,5,5,3,5,5,5,5,5,4,5,4,4,5,5,5,2,2,1,2,2,2,2,2,2,2,2,179,"Baja Afectación"
"Galicia","Pontevedra","Hombre",55,1,2,2,2,1,3,3,3,2,4,4,3,4,4,3,1,1,3,2,3,3,3,4,1,3,3,2,2,1,1,1,1,1,1,3,2,1,4,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1,113,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",45,2,2,2,2,3,4,4,4,3,4,4,3,2,3,3,1,1,1,2,4,2,3,2,3,2,3,2,2,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,111,"Moderada Afectación"
